reg,prov,reg_lat,reg_lng,venue,venue_lat,venue_lng,cat
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,Farghaly (فرغلي),30.12321659208594,31.31782420266097,Café
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,Ain Shams Metro Station (محطة مترو عين شمس),30.131056355591266,31.31902545690537,Metro Station
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,43's Bus Station,30.126520827382578,31.316418193263917,Bus Station
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,El Omda Café,30.125736170483908,31.315975259059236,Café
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,Argela,30.124741233366468,31.313562092374326,Café
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,Arnold Gym,30.136122648850577,31.324549418865523,Gym
"Ain Shams ,egypt",cairo,30.1304761,31.316749100000003,Vodafone (فودافون),30.13605902859931,31.324895723521475,Mobile Phone Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Windsor Hotel Cairo,30.05360230901397,31.245592620786017,Hotel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Zawya Art House Cinema (سينما زاوية),30.055332684142176,31.24385118484497,Movie Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Latif Wassily (لطيف وسيلي),30.054567821036684,31.247974421468488,Bakery
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Abd (العبد),30.0525430793197,31.242387605207277,Pastry Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,National Theatre (المسرح القومي),30.051420812396827,31.249481444459143,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Abdel Rahim Koueider (عبد الرحيم قويدر),30.05172089545333,31.24129493548554,Dessert Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Halawa (حلاوه),30.050450186118397,31.244201225229514,Clothing Store
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Abd (العبد),30.049617281509036,31.239839831375843,Pastry Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,On the Run,30.05656158305908,31.242355319335374,Convenience Store
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Eish + Malh,30.05118751041214,31.24378207989291,Italian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Dar El Maaref (دار المعارف),30.050467020709736,31.24232823775902,Bookstore
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Simonds,30.04997056968263,31.242259887057035,Coffee Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Koshary El Tahrir (كشري التحرير),30.050429417666145,31.240675449371334,Egyptian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Koshary Abou Tarek (كشرى أبو طارق),30.05019051595934,31.237895858044052,Egyptian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Arabic Music Institute (معهد الموسيقي العربية),30.054622867980395,31.239759668895502,Music School
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Costa Coffee,30.048982718623442,31.242255751939588,Coffee Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Duplex | Abla Fahita,30.0489545204741,31.239013638544545,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Central Cairo (وسط مدينة القاهرة),30.050701675869295,31.24114960773163,Neighborhood
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Al Gomhuria Theatre (مسرح الجمهورية),30.046136570822725,31.246186380409323,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Happy City Roof Bar,30.046346118356578,31.243932288030503,Hotel Bar
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Townhouse Gallery (تاون هاوس جاليرى),30.04924406344385,31.23784077258484,Art Gallery
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Cap D'Or,30.05037610816664,31.24342869049583,Bar
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,KFC,30.050828745796974,31.24062180519104,Fried Chicken Joint
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Talaat Harb Square (ميدان طلعت حرب),30.04777028617336,31.238572804752902,Plaza
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Al Americaine (الأمريكين),30.052560586593433,31.244303614970562,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Kunst Gallery & Cafe,30.049946619300517,31.242112536137096,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Baba Abdo Pasta (مكرونة بابا عبده),30.048856238631426,31.240322927162214,Egyptian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Souq El Rowe'i (سوق الرويعى),30.05349398766455,31.251769065856934,Market
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Étoile,30.053427,31.23965,Dessert Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Cinnabon,30.04957967919214,31.242279410362247,Dessert Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Taliaa Theater (مسرح الطليعة),30.052020170910964,31.249360346414914,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Brazilian Coffee Houses,30.05114528500547,31.24051798877913,Coffee Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Kafein (كافيين),30.04999308078071,31.24206103593724,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Nile Cafe,30.04844996051508,31.24272555117721,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Carlton Hotel Roof Terrace (شرفة سطح كارلتون),30.05304914011278,31.24067971012721,Hotel Bar
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,West El Balad,30.047301446350335,31.243266151863363,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,McDonald's,30.051955688600465,31.2414246486548,Fast Food Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Groppi Garden (حديقة جروبي),30.0508764360141,31.24521292881255,Tea Room
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Kazaz (القزاز),30.047218,31.239254,Falafel Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Contemporary Image Collective (CIC) (مركز الصورة المعاصرة),30.049921,31.240316,Art Gallery
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Madbouly Bookshop (مكتبة مدبولي),30.04755978181164,31.238510211031397,Bookstore
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Odeon Palace Bar,30.050520118625098,31.238837766249777,Roof Deck
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Tabei El Domyati (التابعى الدمياطى),30.056194538497834,31.242614999485713,Falafel Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Koshary Sayed Hanafy (كشرى سيد حنفى),30.05358220872986,31.24261736869812,Egyptian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Shalaby Hawawshi (حواوشي شلبي),30.053207150044948,31.24293486172064,Egyptian Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Akher Sa'a (أخر ساعة),30.053593634295,31.24377975476971,Falafel Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,La Poire Cafe,30.05043406102576,31.242612004280094,Dessert Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Groppi (جروبى),30.047575432971396,31.238311869161613,Dessert Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,100 Copies Space Music,30.049000553373766,31.239025565966237,Music Venue
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Opera Square (ميدان الأوبرا),30.05066419648994,31.246755776434746,Plaza
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Cinema Dunia Karim (سينما كريم),30.055332684142176,31.24385118484497,Movie Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Orabi Sq (ميدان عرابي),30.05352399234697,31.24250579354213,Plaza
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Al Americaine (الأمريكين),30.052413556377044,31.24166961346985,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Tak3eba (التكعيبة),30.049159087381167,31.237596561553005,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Om Kalthom Cafe,30.055456,31.24271,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,South Corner (الركن الجنوبي),30.047521414658252,31.241028846007723,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Recota (ريكوتا),30.047386220122764,31.240361480905477,Pie Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Malek El Kebda (ملك الكبدة),30.05215274145898,31.24226191961488,Food Truck
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,KFC,30.053331300016435,31.246593687560438,Fried Chicken Joint
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Alfi Bek (الفي بيك),30.05353577660003,31.24348640441894,Middle Eastern Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Vodafone (فودافون),30.05040577804156,31.24377981208425,Mobile Phone Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,La Chesa,30.05119726583557,31.24270348775659,Swiss Restaurant
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Layalina (ليالينا),30.053237997565954,31.24239629992557,Coffee Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Al Azhar Tunnel (نفق الأزهر),30.050433577798305,31.247135846025074,Tunnel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Al Azbakiya Wall (سور الأزبكية),30.052426042218748,31.248939335346222,Used Bookstore
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Sherouk Bookstore (مكتبة الشروق),30.047575752500613,31.238516010925977,Bookstore
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Metro Cinema (سينما مترو),30.051492741333643,31.241219937801358,Multiplex
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Khon (الخن),30.049143198671807,31.23808443546295,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Cairo Khan Hotel Cairo,30.052365679740973,31.244221329689022,Hotel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Rawabet Theater (مسرح الروابط),30.049434939083188,31.23814887272327,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Housaper Theatre (مسرح الهوسابير),30.058915048114372,31.241080012497306,Theater
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Saleh Cafe (قهوة صالح),30.049010340261294,31.236878640921308,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Sarkis Cafe (سركيس كافيه),30.047021972966306,31.24258859097769,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Ambassador Hotel,30.05318567752676,31.23999953269958,Hotel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,We - Telecom Egypt HQ (سنترال رمسيس),30.053883271820066,31.23959917303527,Distribution Center
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Etoille (إيتوال),30.053356452321975,31.23917089635788,Bakery
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Nasser Metro Station (محطة مترو جمال عبد الناصر),30.05357756551785,31.238797903060913,Metro Station
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Odeon Palace Hotel,30.050642574979133,31.238852287188497,Hotel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Ghazal Cafe (قهوة غزال),30.05010176233712,31.238595163328068,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Tie House,30.04847918738274,31.239269971847534,Men's Store
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Nuba Cafe (قهوة النوبة),30.051583,31.236789,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Vodafone (فودافون),30.05849803099601,31.237905446616516,Mobile Phone Shop
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,El Sa'ah Cafe,30.062032084666317,31.245565256408955,Café
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Hotel Grand Royal Cairo,30.047490902163972,31.23842747362489,Hotel
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,Darb El Barabra (درب البرابرة),30.05086589251799,31.252831220626828,Flea Market
"Azbakeya ,egypt",cairo,30.0538891,31.245472499999998,شركة السنان لتجارة مستلزمات الملابس,30.049281960907695,31.253950952700396,Accessories Store
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,CaiRoma,30.045853,31.239154,Italian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Fasahet Somaya (فسحة سمية),30.045866050776464,31.24024897813797,Egyptian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Stella Bar,30.046787670962367,31.238038203139084,Beer Garden
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Oldish,30.04328962378612,31.238548815787226,Café
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Talaat Harb Square (ميدان طلعت حرب),30.04777028617336,31.238572804752902,Plaza
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Tahrir Square (ميدان التحرير),30.044420727931577,31.235707998275757,Plaza
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Abdel Maaboud Coffee Stores (بن عبد المعبود الأصلي بن اليمني),30.045059818311092,31.24090925755522,Herbs & Spices Store
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,La Poire Cafe,30.046396577646068,31.235225200653076,Café
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,El Gomhuria Restaurant (مطعم الجمهورية - حمام شلبي),30.04561181479245,31.240066587924957,Kebab Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Happy City Roof Bar,30.046346118356578,31.243932288030503,Hotel Bar
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,El Abd (العبد),30.049617281509036,31.239839831375843,Pastry Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Oum El Dounia,30.044843298398575,31.236813068389893,Arts & Crafts Store
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,El Duplex | Abla Fahita,30.0489545204741,31.239013638544545,Theater
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Tahrir Lounge,30.045915906465336,31.23605063762078,Art Gallery
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Falaki Theater (مسرح الفلكى),30.042392362617154,31.238815022877397,Theater
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Townhouse Gallery (تاون هاوس جاليرى),30.04924406344385,31.23784077258484,Art Gallery
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Koshary Abou Tarek (كشرى أبو طارق),30.05019051595934,31.237895858044052,Egyptian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Le Bistro,30.04576384431274,31.2405503900447,Bistro
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,The Egyptian Museum (المتحف المصري),30.04696613257571,31.233709704459873,History Museum
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Al Gomhuria Theatre (مسرح الجمهورية),30.046136570822725,31.246186380409323,Theater
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Al Karnak (ألبان الكرنك),30.03872367976464,31.243571221781224,Dessert Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,NOX,30.045985082774482,31.232360404841934,Nightclub
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Steigenberger El Tahrir Hotel,30.046732388806316,31.23561032009569,Hotel
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Kazaz (القزاز),30.047218,31.239254,Falafel Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Makan (مكان),30.038002,31.238272,Performing Arts Venue
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Bab Al Sharq,30.046303955891542,31.232971091161655,Middle Eastern Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Felfela (فلفلة),30.04650722728482,31.23806508239997,Falafel Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Semiramis Intercontinental Hotel Casino,30.042987009851036,31.232487051589942,Casino
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Baba Abdo Pasta (مكرونة بابا عبده),30.048856238631426,31.240322927162214,Egyptian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Costa Coffee,30.048982718623442,31.242255751939588,Coffee Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Madbouly Bookshop (مكتبة مدبولي),30.04755978181164,31.238510211031397,Bookstore
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Lobby at The Nile Ritz-Carlton,30.045878937612436,31.232100833331646,Lounge
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Loft 21,30.040052399557148,31.233248044129528,Roof Deck
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Intercontinental Hotel Semiramis,30.04292270088015,31.23179893059552,Hotel
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Koshary El Tahrir (كشري التحرير),30.050429417666145,31.240675449371334,Egyptian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Abdel Rahim Koueider (عبد الرحيم قويدر),30.05172089545333,31.24129493548554,Dessert Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Simonds,30.04997056968263,31.242259887057035,Coffee Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Estoril (استوريل),30.04699030503939,31.23748654337582,Middle Eastern Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Halawa (حلاوه),30.050450186118397,31.244201225229514,Clothing Store
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Hawawshy El Refaie (حواوشى الرفاعى),30.040789218941473,31.247061943662157,Egyptian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Pane Vino,30.043123596574798,31.23163617745755,Italian Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Dar El Maaref (دار المعارف),30.050467020709736,31.24232823775902,Bookstore
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,El Abd (العبد),30.0525430793197,31.242387605207277,Pastry Shop
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Taboula (مطعم تبولة),30.0396418011558,31.23285387969476,Lebanese Restaurant
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Dahab Hostel,30.04817992656526,31.237292145635738,Hostel
"Bab al-Louq ,egypt",cairo,30.0442714,31.239829237126422,Abdeen Palace (قصر عابدين),30.042721140596175,31.24726295471191,Historic Site
